관중통계(전체현황),,,,,,,,,,,,
"선택항목 : 단체 : KBO   시즌 : 2021,2022,2023,2024  시즌구분  : 전체   구단구분 : 전체     요일 :   undefined :  undefined :",,,,,,,,,,,,
단체,리그,시즌,연도,월,일,요일,홈팀,원정팀,경기장,날씨,평균기온,관중수
KBO,정규리그,2023 시즌,2023,08,25,금,KIA,한화,광주-기아 챔피언스 필드,구름조금,31.2℃,"8,457"
KBO,정규리그,2023 시즌,2023,08,24,목,LG,롯데,서울 잠실 야구장,비,27.8℃,"15,547"
KBO,정규리그,2023 시즌,2023,08,24,목,SSG,NC,인천SSG 랜더스필드,비,27℃,"6,683"
KBO,정규리그,2023 시즌,2023,08,24,목,KT,KIA,수원케이티위즈파크,비,29℃,"9,846"
KBO,정규리그,2023 시즌,2023,08,24,목,키움히어로즈,두산,서울고척스카이돔,비,27.8℃,"6,819"
KBO,정규리그,2023 시즌,2023,08,24,목,한화,삼성,대전 한화생명 이글스파크,비,30.3℃,0
KBO,정규리그,2023 시즌,2023,08,23,수,한화,삼성,대전 한화생명 이글스파크,비,32.6℃,0
KBO,정규리그,2023 시즌,2023,08,23,수,키움히어로즈,두산,서울고척스카이돔,비,27.2℃,"6,455"
KBO,정규리그,2023 시즌,2023,08,23,수,KT,KIA,수원케이티위즈파크,비,27.7℃,0
KBO,정규리그,2023 시즌,2023,08,23,수,SSG,NC,인천SSG 랜더스필드,비,25.7℃,0
KBO,정규리그,2023 시즌,2023,08,23,수,LG,롯데,서울 잠실 야구장,비,27.2℃,0
KBO,정규리그,2023 시즌,2023,08,22,화,LG,롯데,서울 잠실 야구장,비,32.2℃,0
KBO,정규리그,2023 시즌,2023,08,22,화,SSG,NC,인천SSG 랜더스필드,비,30℃,0
KBO,정규리그,2023 시즌,2023,08,22,화,KT,KIA,수원케이티위즈파크,비,32.2℃,"7,916"
KBO,정규리그,2023 시즌,2023,08,22,화,키움히어로즈,두산,서울고척스카이돔,비,32.2℃,"6,455"
KBO,정규리그,2023 시즌,2023,08,22,화,한화,삼성,대전 한화생명 이글스파크,비,33.7℃,"5,806"
KBO,정규리그,2023 시즌,2023,08,20,일,키움히어로즈,롯데,서울고척스카이돔,구름많음,31.8℃,"12,545"
KBO,정규리그,2023 시즌,2023,08,20,일,두산,NC,서울 잠실 야구장,구름많음,31.8℃,"8,286"
KBO,정규리그,2023 시즌,2023,08,20,일,SSG,LG,인천SSG 랜더스필드,구름많음,30.1℃,"18,441"
KBO,정규리그,2023 시즌,2023,08,20,일,삼성,KIA,대구 삼성 라이온즈 파크,비,33.5℃,"12,586"
KBO,정규리그,2023 시즌,2023,08,20,일,한화,KT,대전 한화생명 이글스파크,구름많음,33.3℃,"8,762"
KBO,정규리그,2023 시즌,2023,08,19,토,한화,KT,대전 한화생명 이글스파크,구름조금,33.4℃,"11,606"
KBO,정규리그,2023 시즌,2023,08,19,토,삼성,KIA,대구 삼성 라이온즈 파크,비,31.7℃,"17,448"
KBO,정규리그,2023 시즌,2023,08,19,토,SSG,LG,인천SSG 랜더스필드,구름조금,30.8℃,"23,000"
KBO,정규리그,2023 시즌,2023,08,19,토,두산,NC,서울 잠실 야구장,구름조금,33.6℃,"12,240"
KBO,정규리그,2023 시즌,2023,08,19,토,키움히어로즈,롯데,서울고척스카이돔,구름조금,33.6℃,"13,423"
KBO,정규리그,2023 시즌,2023,08,18,금,두산,NC,서울 잠실 야구장,비,33.3℃,0
KBO,정규리그,2023 시즌,2023,08,18,금,SSG,LG,인천SSG 랜더스필드,구름조금,31.1℃,"14,549"
KBO,정규리그,2023 시즌,2023,08,18,금,삼성,KIA,대구 삼성 라이온즈 파크,비,28.8℃,"10,630"
KBO,정규리그,2023 시즌,2023,08,18,금,키움히어로즈,롯데,서울고척스카이돔,비,33.3℃,"8,817"
KBO,정규리그,2023 시즌,2023,08,18,금,한화,KT,대전 한화생명 이글스파크,비,33℃,"7,003"
KBO,정규리그,2023 시즌,2023,08,17,목,두산,KT,서울 잠실 야구장,구름조금,32.4℃,"4,943"
KBO,정규리그,2023 시즌,2023,08,17,목,롯데,SSG,부산 사직 야구장,흐림,29℃,"9,843"
KBO,정규리그,2023 시즌,2023,08,17,목,삼성,LG,대구 삼성 라이온즈 파크,흐림,28.8℃,"7,415"
KBO,정규리그,2023 시즌,2023,08,17,목,NC,한화,창원NC파크,비,30.6℃,"4,875"
KBO,정규리그,2023 시즌,2023,08,17,목,KIA,키움히어로즈,광주-기아 챔피언스 필드,구름많음,32.8℃,"6,159"
KBO,정규리그,2023 시즌,2023,08,16,수,KIA,키움히어로즈,광주-기아 챔피언스 필드,구름조금,32.7℃,"7,050"
KBO,정규리그,2023 시즌,2023,08,16,수,NC,한화,창원NC파크,구름많음,32.8℃,"5,033"
KBO,정규리그,2023 시즌,2023,08,16,수,삼성,LG,대구 삼성 라이온즈 파크,비,33.3℃,"7,441"
KBO,정규리그,2023 시즌,2023,08,16,수,롯데,SSG,부산 사직 야구장,흐림,27.7℃,"10,542"
KBO,정규리그,2023 시즌,2023,08,16,수,두산,KT,서울 잠실 야구장,비,31.6℃,"5,160"
KBO,정규리그,2023 시즌,2023,08,15,화,두산,KT,서울 잠실 야구장,구름많음,32.7℃,"11,069"
KBO,정규리그,2023 시즌,2023,08,15,화,롯데,SSG,부산 사직 야구장,구름조금,32.1℃,"11,871"
KBO,정규리그,2023 시즌,2023,08,15,화,삼성,LG,대구 삼성 라이온즈 파크,구름조금,34℃,"14,248"
KBO,정규리그,2023 시즌,2023,08,15,화,NC,한화,창원NC파크,구름조금,33.5℃,"10,116"
KBO,정규리그,2023 시즌,2023,08,15,화,KIA,키움히어로즈,광주-기아 챔피언스 필드,구름많음,32.5℃,"11,541"
KBO,정규리그,2023 시즌,2023,08,13,일,LG,키움히어로즈,서울 잠실 야구장,흐림,31.1℃,"18,279"
KBO,정규리그,2023 시즌,2023,08,13,일,SSG,삼성,인천SSG 랜더스필드,구름많음,30.5℃,"16,473"
KBO,정규리그,2023 시즌,2023,08,13,일,롯데,KIA,부산 사직 야구장,구름조금,31℃,"14,325"
KBO,정규리그,2023 시즌,2023,08,13,일,KT,NC,수원케이티위즈파크,구름많음,31.7℃,"9,736"
KBO,정규리그,2023 시즌,2023,08,13,일,한화,두산,대전 한화생명 이글스파크,구름많음,32℃,"11,007"
KBO,정규리그,2023 시즌,2023,08,12,토,한화,두산,대전 한화생명 이글스파크,비,28.8℃,"12,000"
KBO,정규리그,2023 시즌,2023,08,12,토,KT,NC,수원케이티위즈파크,비,26.3℃,"10,138"
KBO,정규리그,2023 시즌,2023,08,12,토,롯데,KIA,부산 사직 야구장,구름많음,30℃,"16,677"
KBO,정규리그,2023 시즌,2023,08,12,토,SSG,삼성,인천SSG 랜더스필드,비,25.8℃,"18,055"
KBO,정규리그,2023 시즌,2023,08,12,토,LG,키움히어로즈,서울 잠실 야구장,비,24.1℃,"17,624"
KBO,정규리그,2023 시즌,2023,08,11,금,LG,키움히어로즈,서울 잠실 야구장,비,24.9℃,"11,910"
KBO,정규리그,2023 시즌,2023,08,11,금,SSG,삼성,인천SSG 랜더스필드,비,24.8℃,"7,495"
KBO,정규리그,2023 시즌,2023,08,11,금,롯데,KIA,부산 사직 야구장,맑음,30℃,"10,118"
KBO,정규리그,2023 시즌,2023,08,11,금,KT,NC,수원케이티위즈파크,비,26.6℃,"5,969"
KBO,정규리그,2023 시즌,2023,08,11,금,한화,두산,대전 한화생명 이글스파크,비,30℃,"7,333"
KBO,정규리그,2023 시즌,2023,08,10,목,두산,삼성,서울 잠실 야구장,비,25.1℃,0
KBO,정규리그,2023 시즌,2023,08,10,목,SSG,NC,인천SSG 랜더스필드,비,27.1℃,0
KBO,정규리그,2023 시즌,2023,08,10,목,KT,한화,수원케이티위즈파크,비,24.3℃,0
KBO,정규리그,2023 시즌,2023,08,10,목,KIA,LG,광주-기아 챔피언스 필드,비,25.1℃,0
KBO,정규리그,2023 시즌,2023,08,10,목,키움히어로즈,롯데,서울고척스카이돔,비,25.1℃,"6,240"
KBO,정규리그,2023 시즌,2023,08,09,수,키움히어로즈,롯데,서울고척스카이돔,비,31.6℃,"7,424"
KBO,정규리그,2023 시즌,2023,08,09,수,KIA,LG,광주-기아 챔피언스 필드,비,29℃,"3,700"
KBO,정규리그,2023 시즌,2023,08,09,수,KT,한화,수원케이티위즈파크,비,31.9℃,"10,099"
KBO,정규리그,2023 시즌,2023,08,09,수,SSG,NC,인천SSG 랜더스필드,흐림,32.5℃,"6,473"
KBO,정규리그,2023 시즌,2023,08,09,수,두산,삼성,서울 잠실 야구장,비,31.6℃,"8,344"
KBO,정규리그,2023 시즌,2023,08,08,화,두산,삼성,서울 잠실 야구장,맑음,35.8℃,"8,519"
KBO,정규리그,2023 시즌,2023,08,08,화,SSG,NC,인천SSG 랜더스필드,구름조금,34.3℃,"8,131"
KBO,정규리그,2023 시즌,2023,08,08,화,KT,한화,수원케이티위즈파크,구름조금,34.8℃,"9,704"
KBO,정규리그,2023 시즌,2023,08,08,화,KIA,LG,광주-기아 챔피언스 필드,비,35.5℃,0
KBO,정규리그,2023 시즌,2023,08,08,화,키움히어로즈,롯데,서울고척스카이돔,맑음,35.8℃,"8,376"
KBO,정규리그,2023 시즌,2023,08,06,일,두산,KT,서울 잠실 야구장,비,33℃,"6,744"
KBO,정규리그,2023 시즌,2023,08,06,일,롯데,SSG,부산 사직 야구장,구름조금,34.7℃,"8,162"
KBO,정규리그,2023 시즌,2023,08,06,일,삼성,LG,대구 삼성 라이온즈 파크,구름조금,35.6℃,"11,446"
KBO,정규리그,2023 시즌,2023,08,06,일,NC,키움히어로즈,창원NC파크,구름많음,35.2℃,"6,583"
KBO,정규리그,2023 시즌,2023,08,06,일,KIA,한화,광주-기아 챔피언스 필드,구름조금,35.6℃,"10,125"
KBO,정규리그,2023 시즌,2023,08,05,토,KIA,한화,광주-기아 챔피언스 필드,맑음,35.7℃,"13,487"
KBO,정규리그,2023 시즌,2023,08,05,토,NC,키움히어로즈,창원NC파크,구름조금,36.5℃,"8,244"
KBO,정규리그,2023 시즌,2023,08,05,토,삼성,LG,대구 삼성 라이온즈 파크,맑음,37.2℃,"15,879"
KBO,정규리그,2023 시즌,2023,08,05,토,롯데,SSG,부산 사직 야구장,맑음,33.4℃,"10,670"
KBO,정규리그,2023 시즌,2023,08,05,토,두산,KT,서울 잠실 야구장,구름조금,34.9℃,"8,847"
KBO,정규리그,2023 시즌,2023,08,04,금,두산,KT,서울 잠실 야구장,구름조금,34.4℃,"6,358"
KBO,정규리그,2023 시즌,2023,08,04,금,롯데,SSG,부산 사직 야구장,구름조금,33.7℃,"8,545"
KBO,정규리그,2023 시즌,2023,08,04,금,삼성,LG,대구 삼성 라이온즈 파크,구름조금,34.7℃,"10,856"
KBO,정규리그,2023 시즌,2023,08,04,금,NC,키움히어로즈,창원NC파크,구름조금,34.5℃,"5,107"
KBO,정규리그,2023 시즌,2023,08,04,금,KIA,한화,광주-기아 챔피언스 필드,구름조금,34.4℃,"11,495"
KBO,정규리그,2023 시즌,2023,08,03,목,LG,키움히어로즈,서울 잠실 야구장,구름조금,33.8℃,"12,179"
KBO,정규리그,2023 시즌,2023,08,03,목,롯데,NC,부산 사직 야구장,구름조금,33.2℃,"10,162"
KBO,정규리그,2023 시즌,2023,08,03,목,KT,SSG,수원케이티위즈파크,구름조금,33.5℃,"7,521"
KBO,정규리그,2023 시즌,2023,08,03,목,한화,두산,대전 한화생명 이글스파크,구름조금,34.4℃,"9,024"
KBO,정규리그,2023 시즌,2023,08,03,목,삼성,KIA,포항야구장,구름조금,31.8℃,"6,357"
KBO,정규리그,2023 시즌,2023,08,02,수,삼성,KIA,포항야구장,구름조금,30.3℃,"6,477"
KBO,정규리그,2023 시즌,2023,08,02,수,한화,두산,대전 한화생명 이글스파크,구름조금,33.8℃,"9,011"
KBO,정규리그,2023 시즌,2023,08,02,수,KT,SSG,수원케이티위즈파크,구름조금,33.4℃,"7,780"
KBO,정규리그,2023 시즌,2023,08,02,수,롯데,NC,부산 사직 야구장,구름많음,33.1℃,"11,444"
KBO,정규리그,2023 시즌,2023,08,02,수,LG,키움히어로즈,서울 잠실 야구장,구름조금,33.7℃,"11,740"
KBO,정규리그,2023 시즌,2023,08,01,화,LG,키움히어로즈,서울 잠실 야구장,구름조금,34.2℃,"12,159"
KBO,정규리그,2023 시즌,2023,08,01,화,롯데,NC,부산 사직 야구장,구름조금,33.2℃,"13,326"
KBO,정규리그,2023 시즌,2023,08,01,화,KT,SSG,수원케이티위즈파크,구름조금,34.4℃,"7,831"
KBO,정규리그,2023 시즌,2023,08,01,화,한화,두산,대전 한화생명 이글스파크,구름조금,34.6℃,"10,225"
KBO,정규리그,2023 시즌,2023,08,01,화,삼성,KIA,포항야구장,구름조금,28.5℃,"6,912"
KBO,정규리그,2023 시즌,2023,07,30,일,키움히어로즈,삼성,서울고척스카이돔,비,34.9℃,"11,235"
KBO,정규리그,2023 시즌,2023,07,30,일,두산,LG,서울 잠실 야구장,비,34.9℃,"19,500"
KBO,정규리그,2023 시즌,2023,07,30,일,SSG,한화,인천SSG 랜더스필드,구름조금,33.7℃,"18,158"
KBO,정규리그,2023 시즌,2023,07,30,일,NC,KT,창원NC파크,구름조금,33.9℃,"6,181"
KBO,정규리그,2023 시즌,2023,07,30,일,KIA,롯데,광주-기아 챔피언스 필드,구름조금,33.4℃,"11,796"
KBO,정규리그,2023 시즌,2023,07,29,토,키움히어로즈,삼성,서울고척스카이돔,구름조금,33.3℃,"11,851"
KBO,정규리그,2023 시즌,2023,07,29,토,KIA,롯데,광주-기아 챔피언스 필드,구름조금,34.7℃,"14,754"
KBO,정규리그,2023 시즌,2023,07,29,토,NC,KT,창원NC파크,맑음,35.2℃,"8,309"
KBO,정규리그,2023 시즌,2023,07,29,토,SSG,한화,인천SSG 랜더스필드,구름많음,32.1℃,"21,344"
KBO,정규리그,2023 시즌,2023,07,29,토,두산,LG,서울 잠실 야구장,구름조금,33.3℃,"21,126"
KBO,정규리그,2023 시즌,2023,07,28,금,두산,LG,서울 잠실 야구장,구름조금,34.1℃,"16,987"
KBO,정규리그,2023 시즌,2023,07,28,금,SSG,한화,인천SSG 랜더스필드,맑음,31.7℃,"14,386"
KBO,정규리그,2023 시즌,2023,07,28,금,NC,KT,창원NC파크,구름조금,33.1℃,"4,676"
KBO,정규리그,2023 시즌,2023,07,28,금,KIA,롯데,광주-기아 챔피언스 필드,흐림,32.4℃,"10,295"
KBO,정규리그,2023 시즌,2023,07,28,금,키움히어로즈,삼성,서울고척스카이돔,구름조금,34.1℃,"7,755"
KBO,정규리그,2023 시즌,2023,07,27,목,키움히어로즈,한화,서울고척스카이돔,구름많음,32.2℃,"11,650"
KBO,정규리그,2023 시즌,2023,07,27,목,KT,LG,수원케이티위즈파크,구름조금,32.6℃,"8,413"
KBO,정규리그,2023 시즌,2023,07,27,목,NC,KIA,창원NC파크,구름조금,33.8℃,"7,279"
KBO,정규리그,2023 시즌,2023,07,27,목,삼성,SSG,대구 삼성 라이온즈 파크,구름조금,32.9℃,"7,663"
KBO,정규리그,2023 시즌,2023,07,27,목,두산,롯데,서울 잠실 야구장,구름많음,32.2℃,"12,511"
KBO,정규리그,2023 시즌,2023,07,26,수,두산,롯데,서울 잠실 야구장,비,31.1℃,"13,620"
KBO,정규리그,2023 시즌,2023,07,26,수,삼성,SSG,대구 삼성 라이온즈 파크,흐림,33.1℃,"6,955"
KBO,정규리그,2023 시즌,2023,07,26,수,NC,KIA,창원NC파크,비,32.6℃,"6,325"
KBO,정규리그,2023 시즌,2023,07,26,수,KT,LG,수원케이티위즈파크,비,30.9℃,"8,134"
KBO,정규리그,2023 시즌,2023,07,26,수,키움히어로즈,한화,서울고척스카이돔,비,31.1℃,"11,324"
KBO,정규리그,2023 시즌,2023,07,25,화,두산,롯데,서울 잠실 야구장,비,30.5℃,"12,700"
KBO,정규리그,2023 시즌,2023,07,25,화,삼성,SSG,대구 삼성 라이온즈 파크,구름많음,32.2℃,"5,557"
KBO,정규리그,2023 시즌,2023,07,25,화,NC,KIA,창원NC파크,흐림,30.4℃,"5,668"
KBO,정규리그,2023 시즌,2023,07,25,화,KT,LG,수원케이티위즈파크,비,30.1℃,"7,948"
KBO,정규리그,2023 시즌,2023,07,25,화,키움히어로즈,한화,서울고척스카이돔,비,30.5℃,"9,886"
KBO,정규리그,2023 시즌,2023,07,23,일,한화,NC,대전 한화생명 이글스파크,비,27℃,0
KBO,정규리그,2023 시즌,2023,07,23,일,KIA,두산,광주-기아 챔피언스 필드,비,28.9℃,0
KBO,정규리그,2023 시즌,2023,07,23,일,삼성,KT,대구 삼성 라이온즈 파크,비,30.2℃,"8,613"
KBO,정규리그,2023 시즌,2023,07,23,일,롯데,키움히어로즈,부산 사직 야구장,흐림,28.9℃,"11,470"
KBO,정규리그,2023 시즌,2023,07,23,일,LG,SSG,서울 잠실 야구장,비,25.8℃,0
KBO,정규리그,2023 시즌,2023,07,22,토,LG,SSG,서울 잠실 야구장,비,32.5℃,0
KBO,정규리그,2023 시즌,2023,07,22,토,롯데,키움히어로즈,부산 사직 야구장,비,27.9℃,"14,266"
KBO,정규리그,2023 시즌,2023,07,22,토,삼성,KT,대구 삼성 라이온즈 파크,구름많음,28.1℃,"10,356"
KBO,정규리그,2023 시즌,2023,07,22,토,KIA,두산,광주-기아 챔피언스 필드,비,26.6℃,0
KBO,정규리그,2023 시즌,2023,07,22,토,한화,NC,대전 한화생명 이글스파크,비,30℃,"10,021"
KBO,정규리그,2023 시즌,2023,07,21,금,LG,SSG,서울 잠실 야구장,맑음,34.3℃,"17,524"
KBO,정규리그,2023 시즌,2023,07,21,금,롯데,키움히어로즈,부산 사직 야구장,구름조금,29.1℃,"13,431"
KBO,정규리그,2023 시즌,2023,07,21,금,삼성,KT,대구 삼성 라이온즈 파크,구름조금,31.4℃,"7,833"
KBO,정규리그,2023 시즌,2023,07,21,금,KIA,두산,광주-기아 챔피언스 필드,구름조금,33℃,"9,779"
KBO,정규리그,2023 시즌,2023,07,21,금,한화,NC,대전 한화생명 이글스파크,구름조금,34.2℃,"8,475"
KBO,정규리그,2023 시즌,2023,07,13,목,키움히어로즈,KT,서울고척스카이돔,비,26.5℃,"4,520"
KBO,정규리그,2023 시즌,2023,07,13,목,KIA,삼성,광주-기아 챔피언스 필드,비,27.7℃,"7,085"
KBO,정규리그,2023 시즌,2023,07,13,목,NC,롯데,창원NC파크,비,28℃,"10,316"
KBO,정규리그,2023 시즌,2023,07,13,목,SSG,두산,인천SSG 랜더스필드,비,25.7℃,0
KBO,정규리그,2023 시즌,2023,07,13,목,LG,한화,서울 잠실 야구장,비,26.5℃,0
KBO,정규리그,2023 시즌,2023,07,12,수,LG,한화,서울 잠실 야구장,비,29.1℃,"17,812"
KBO,정규리그,2023 시즌,2023,07,12,수,SSG,두산,인천SSG 랜더스필드,비,27.5℃,"19,699"
KBO,정규리그,2023 시즌,2023,07,12,수,NC,롯데,창원NC파크,비,30℃,"13,074"
KBO,정규리그,2023 시즌,2023,07,12,수,KIA,삼성,광주-기아 챔피언스 필드,비,28.8℃,"8,470"
KBO,정규리그,2023 시즌,2023,07,12,수,키움히어로즈,KT,서울고척스카이돔,비,29.1℃,"3,890"
KBO,정규리그,2023 시즌,2023,07,11,화,LG,한화,서울 잠실 야구장,비,25.9℃,0
KBO,정규리그,2023 시즌,2023,07,11,화,SSG,두산,인천SSG 랜더스필드,비,25℃,0
KBO,정규리그,2023 시즌,2023,07,11,화,NC,롯데,창원NC파크,비,30.3℃,0
KBO,정규리그,2023 시즌,2023,07,11,화,KIA,삼성,광주-기아 챔피언스 필드,비,27.5℃,0
KBO,정규리그,2023 시즌,2023,07,11,화,키움히어로즈,KT,서울고척스카이돔,비,25.9℃,"4,217"
KBO,정규리그,2023 시즌,2023,07,09,일,한화,SSG,대전 한화생명 이글스파크,비,30.2℃,"10,168"
KBO,정규리그,2023 시즌,2023,07,09,일,KT,KIA,수원케이티위즈파크,비,28.4℃,"18,700"
KBO,정규리그,2023 시즌,2023,07,09,일,NC,삼성,창원NC파크,흐림,28.2℃,"8,522"
KBO,정규리그,2023 시즌,2023,07,09,일,롯데,LG,부산 사직 야구장,비,27.2℃,"15,860"
KBO,정규리그,2023 시즌,2023,07,09,일,두산,키움히어로즈,서울 잠실 야구장,비,27℃,"11,472"
KBO,정규리그,2023 시즌,2023,07,08,토,두산,키움히어로즈,서울 잠실 야구장,흐림,29.7℃,"19,676"
KBO,정규리그,2023 시즌,2023,07,08,토,롯데,LG,부산 사직 야구장,비,23.8℃,"19,496"
KBO,정규리그,2023 시즌,2023,07,08,토,NC,삼성,창원NC파크,흐림,26.8℃,"12,462"
KBO,정규리그,2023 시즌,2023,07,08,토,KT,KIA,수원케이티위즈파크,비,29.5℃,"18,700"
KBO,정규리그,2023 시즌,2023,07,08,토,한화,SSG,대전 한화생명 이글스파크,비,29.3℃,"12,000"
KBO,정규리그,2023 시즌,2023,07,07,금,두산,키움히어로즈,서울 잠실 야구장,구름조금,31.4℃,"14,123"
KBO,정규리그,2023 시즌,2023,07,07,금,롯데,LG,부산 사직 야구장,비,25.7℃,0
KBO,정규리그,2023 시즌,2023,07,07,금,NC,삼성,창원NC파크,비,24.4℃,0
KBO,정규리그,2023 시즌,2023,07,07,금,KT,KIA,수원케이티위즈파크,구름많음,30.6℃,"16,315"
KBO,정규리그,2023 시즌,2023,07,07,금,한화,SSG,대전 한화생명 이글스파크,비,26.3℃,0
KBO,정규리그,2023 시즌,2023,07,06,목,삼성,두산,포항야구장,흐림,28.7℃,"6,923"
KBO,정규리그,2023 시즌,2023,07,06,목,한화,롯데,대전 한화생명 이글스파크,구름많음,32.4℃,"10,061"
KBO,정규리그,2023 시즌,2023,07,06,목,키움히어로즈,NC,서울고척스카이돔,구름많음,31.8℃,"4,013"
KBO,정규리그,2023 시즌,2023,07,06,목,SSG,KIA,인천SSG 랜더스필드,구름많음,29.1℃,"17,513"
KBO,정규리그,2023 시즌,2023,07,06,목,LG,KT,서울 잠실 야구장,구름많음,31.8℃,"10,736"
KBO,정규리그,2023 시즌,2023,07,05,수,LG,KT,서울 잠실 야구장,비,27.1℃,"9,707"
KBO,정규리그,2023 시즌,2023,07,05,수,SSG,KIA,인천SSG 랜더스필드,비,24.5℃,"13,025"
KBO,정규리그,2023 시즌,2023,07,05,수,키움히어로즈,NC,서울고척스카이돔,비,27.1℃,"4,027"
KBO,정규리그,2023 시즌,2023,07,05,수,한화,롯데,대전 한화생명 이글스파크,비,28.7℃,"7,760"
KBO,정규리그,2023 시즌,2023,07,05,수,삼성,두산,포항야구장,비,27.7℃,"5,902"
KBO,정규리그,2023 시즌,2023,07,04,화,LG,KT,서울 잠실 야구장,비,29.2℃,0
